Time,Light
3928,14
3929,14
3930,14
3931,15
3932,13
3933,15
3934,13
3935,14
3936,14
3937,14
3938,12
3939,13
3940,14
3941,12
3942,12
3943,13
3944,13
3945,11
3946,13
3947,12
3948,13
3949,13
3950,12
3951,12
3952,12
3953,12
3954,12
3955,12
3956,12
3957,10
3958,10
3959,13
3960,13
3961,12
3962,13
3963,13
3964,14
3965,15
3966,13
3967,14
3968,15
3969,15
3970,17
3971,17
3972,17
3973,18
3974,18
3975,17
3976,17
3977,17
3978,18
3979,18
3980,19
3981,20
3982,20
3983,22
3984,22
3985,22
3986,22
3987,21
3988,21
3989,23
3990,23
3991,22
3992,23
3993,24
3994,23
3995,24
3996,23
3997,25
3998,25
3999,25
4000,25
4001,26
4002,24
4003,25
4004,25
4005,26
4006,26
4007,25
4008,26
4009,25
4010,25
4011,27
4012,26
4013,28
4014,27
4015,27
4016,28
4017,26
4018,28
4019,27
4020,27
4021,27
4022,28
4023,26
4024,25
4025,27
4026,25
4027,24
4028,26
4029,25
4030,26
4031,25
4032,22
4033,23
4034,23
4035,23
4036,21
4037,23
4038,22
4039,20
4040,20
4041,20
4042,19
4043,20
4044,19
4045,20
4046,17
4047,19
4048,18
4049,19
4050,19
4051,20
4052,17
4053,18
4054,17
4055,16
4056,18
4057,17
4058,18
4059,18
4060,17
4061,18
4062,18
4063,19
4064,19
4065,20
4066,19
4067,19
4068,22
4069,20
4070,20
4071,22
4072,21
4073,24
4074,23
4075,24
4076,24
4077,23
4078,25
4079,25
4080,25
4081,28
4082,28
4083,28
4084,30
4085,29
4086,31
4087,32
4088,33
4089,30
4090,34
4091,34
4092,35
4093,33
4094,34
4095,35
4096,36
4097,35
4098,35
4099,36
4100,38
4101,38
4102,36
4103,36
4104,40
4105,39
4106,37
4107,39
4108,39
4109,40
4110,39
4111,39
4112,39
4113,41
4114,39
4115,40
4116,41
4117,41
4118,42
4119,42
4120,40
4121,42
4122,42
4123,42
4124,40
4125,41
4126,40
4127,41
4128,41
4129,40
4130,42
4131,40
4132,42
4133,42
4134,40
4135,42
4136,42
4137,41
4138,43
4139,40
4140,42
4141,40
4142,42
4143,40
4144,40
4145,42
4146,42
4147,41
4148,42
4149,41
4150,43
4151,42
4152,42
4153,43
4154,44
4155,43
4156,42
4157,43
4158,45
4159,46
4160,49
4161,52
4162,53
4163,56
4164,56
4165,58
4166,60
4167,61
4168,64
4169,66
4170,67
4171,67
4172,69
4173,70
4174,70
4175,70
4176,72
4177,72
4178,75
4179,75
4180,75
4181,76
4182,76
4183,77
4184,77
4185,78
4186,78
4187,79
4188,81
4189,81
4190,79
4191,81
4192,80
4193,82
4194,82
4195,82
4196,81
4197,82
4198,83
4199,84
4200,83
4201,84
4202,83
4203,84
4204,83
4205,83
4206,84
4207,85
4208,84
4209,86
4210,84
4211,86
4212,86
4213,86
4214,84
4215,86
4216,85
4217,87
4218,85
4219,87
4220,87
4221,85
4222,84
4223,84
4224,83
4225,84
4226,82
4227,79
4228,78
4229,74
4230,72
4231,71
4232,67
4233,67
4234,64
4235,62
4236,62
4237,61
4238,58
4239,58
4240,57
4241,55
4242,53
4243,53
4244,51
4245,51
4246,49
4247,49
4248,49
4249,47
4250,47
4251,47
4252,46
4253,44
4254,45
4255,45
4256,42
4257,43
4258,42
4259,40
4260,40
4261,40
4262,38
4263,35
4264,35
4265,36
4266,35
4267,33
4268,34
4269,32
4270,32
4271,31
4272,31
4273,30
4274,31
4275,29
4276,29
4277,27
4278,28
4279,28
4280,27
4281,28
4282,28
4283,27
4284,26
4285,26
4286,26
4287,25
4288,25
4289,26
4290,24
4291,23
4292,24
4293,25
4294,24
4295,24
4296,23
4297,23
4298,23
4299,23
4300,25
4301,26
4302,25
4303,25
4304,25
4305,24
4306,25
4307,25
4308,22
4309,23
4310,23
4311,23
4312,25
4313,23
4314,22
4315,24
4316,25
4317,24
4318,22
4319,24
4320,23
4321,25
4322,25
4323,22
4324,23
4325,22
4326,24
4327,23
4328,21
4329,22
4330,22
4331,22
4332,22
4333,22
4334,20
4335,19
4336,18
4337,18
4338,20
4339,18
4340,17
4341,19
4342,16
4343,16
4344,17
4345,17
4346,17
4347,17
4348,17
4349,17
4350,17
4351,17
4352,17
4353,16
4354,16
4355,16
4356,16
4357,13
4358,14
