Time,Light
5383,38
5390,46
5397,38
5404,44
5411,40
5418,43
5425,44
5432,40
5439,46
5446,38
5453,44
5460,41
5467,45
5474,43
5481,42
5488,49
5495,39
5502,47
5509,42
5516,44
5523,44
5530,43
5537,48
5544,40
5551,47
5558,42
5565,44
5572,43
5579,42
5586,45
5593,39
5600,45
5607,40
5614,44
5621,42
5628,41
5635,43
5642,38
5649,45
5656,37
5663,43
5670,41
5677,39
5684,43
5691,36
5698,43
5705,37
5712,40
5719,37
5726,38
5733,39
5740,35
5747,39
5754,35
5761,38
5768,34
5775,36
5782,36
5789,33
5796,36
5803,31
5810,39
5817,32
5824,33
5831,32
5838,29
5845,35
5852,29
5859,35
5866,29
5873,32
5880,31
5887,25
5894,30
5901,26
5908,31
5915,28
5922,28
5929,27
5936,23
5943,25
5950,20
5957,22
5964,18
5971,20
5978,18
5985,15
5992,19
5999,15
6006,20
6013,16
6020,19
6027,16
6034,15
6041,18
6048,16
6055,22
6062,22
6069,27
6076,27
6083,25
6090,26
6097,24
6104,29
6111,26
6118,31
6125,26
6132,29
6139,30
6146,27
6153,31
6160,26
6167,34
6174,29
6181,30
6188,30
6195,27
6202,31
6209,28
6216,35
6223,30
6230,32
6237,34
6244,31
6251,35
6258,31
6265,39
6272,31
6279,35
6286,35
6293,34
6300,39
6307,32
6314,41
6321,34
6328,39
6335,36
6342,36
6349,40
6356,34
6363,42
6370,36
6377,42
6384,39
6391,39
6398,42
6405,38
6412,44
6419,38
6426,43
6433,41
6440,42
6447,44
6454,40
6461,46
6468,41
6475,46
6482,42
6489,44
6496,45
6503,42
6510,47
6517,41
6524,45
6531,42
6538,45
6545,46
6552,43
6559,46
6566,41
6573,46
6580,44
6587,43
6594,45
6601,43
6608,46
6615,39
6622,46
6629,42
6636,44
6643,45
6650,41
6657,48
6664,38
6671,44
6678,40
6685,44
6692,42
6699,39
6706,44
6713,36
6720,43
6727,37
6734,40
6741,39
6748,38
6755,41
6762,36
6769,41
6776,35
6783,37
6790,37
6797,36
6804,38
6811,32
6818,39
6825,33
6832,36
6839,33
6846,33
6853,36
6860,31
6867,35
6874,31
6881,33
6888,32
6895,30
6902,31
6909,26
6916,33
6923,27
6930,30
6937,28
6944,29
6951,29
6958,26
6965,29
6972,26
6979,31
6986,27
6993,26
7000,27
7007,25
7014,28
7020,25
7027,30
7034,26
7041,24
7048,25
7055,24
7062,27
7069,26
7076,29
7083,26
7090,26
7097,26
7104,23
7111,26
7119,24
7126,27
7133,25
7140,26
7147,27
7154,23
7161,26
7168,25
7175,28
7182,27
7189,28
7196,27
7203,27
7210,29
7217,27
7224,32
7231,27
7238,32
7245,30
7252,29
7259,31
7266,28
7273,34
7280,29
7287,34
7294,33
7301,33
7308,33
7315,31
7322,35
7329,31
7336,39
7343,33
7350,38
7357,37
7364,35
7371,41
7378,35
7385,42
7392,36
7399,40
7406,39
7413,37
7420,42
7427,34
7434,43
7441,39
7448,43
7455,42
7462,40
7469,44
7476,38
7483,45
7490,40
7497,46
7504,43
7511,41
7518,47
7525,41
7532,48
