Time,Light
3096,26
3102,26
3107,26
3113,26
3119,26
3125,27
3130,27
3136,27
3142,27
3147,27
3153,27
3159,28
3164,28
3170,28
3176,28
3182,28
3187,29
3193,29
3199,29
3204,29
3210,30
3216,30
3221,30
3227,31
3233,31
3239,31
3244,31
3250,32
3256,32
3261,32
3267,33
3273,33
3278,33
3284,33
3290,34
3296,34
3301,34
3307,35
3313,35
3318,35
3324,35
3330,36
3336,36
3341,36
3347,36
3353,36
3358,37
3364,37
3370,37
3375,38
3381,38
3387,38
3393,38
3398,39
3404,39
3410,39
3415,39
3421,39
3427,40
3432,40
3438,40
3444,40
3450,40
3455,41
3461,41
3467,41
3472,41
3478,41
3484,41
3490,41
3495,41
3501,41
3507,42
3512,41
3518,41
3524,42
3529,42
3535,42
3541,42
3547,42
3552,42
3558,42
3564,42
3569,42
3575,42
3581,42
3587,42
3592,42
3598,42
3604,41
3609,41
3615,41
3621,41
3626,41
3632,41
3638,41
3644,41
3649,41
3655,40
3661,40
3666,40
3672,40
3678,40
3684,40
3689,39
3695,39
3701,39
3706,39
3712,39
3718,38
3723,38
3729,38
3735,38
3741,37
3746,37
3752,37
3758,37
3763,36
3769,36
3775,36
3780,36
3786,35
3792,35
3798,35
3803,34
3809,34
3815,34
3820,34
3826,33
3832,33
3837,33
3843,33
3849,32
3855,32
3860,32
3866,31
3872,31
3877,31
3883,31
3889,30
3894,30
3900,30
3906,29
3912,29
3917,29
3923,29
3929,29
3934,28
3940,28
3946,28
3952,28
3957,28
3963,27
3969,27
3974,27
3980,27
3986,27
3991,26
3997,26
4003,26
4009,26
4014,26
4020,26
4026,26
4031,26
4037,26
4043,26
4049,25
4054,25
4060,25
4066,25
4071,25
4077,25
4083,25
4089,25
4094,25
4100,25
4106,25
4111,25
4117,25
4123,26
4128,26
4134,26
4140,26
4146,26
4151,26
4157,26
4163,26
4168,26
4174,27
4180,27
4186,27
4191,27
4197,27
4203,27
4208,28
4214,28
4220,28
4225,28
4231,29
4237,29
4243,29
4248,29
4254,30
4260,30
4265,30
4271,30
4277,31
4282,31
4288,31
4294,31
4300,32
4305,32
4311,32
4317,33
4322,33
4328,33
4334,33
4339,34
4345,34
4351,34
4357,35
4362,35
4368,35
4374,35
4379,36
4385,36
4391,36
4396,36
4402,37
4408,37
4414,37
4419,37
4425,38
4431,38
4436,38
4442,38
4448,39
4453,39
4459,39
4465,39
4471,39
4476,40
4482,40
4488,40
4493,40
4499,40
4505,40
4511,41
4516,41
4522,41
4528,41
4533,41
4539,41
4545,41
4550,41
4556,41
4562,42
4568,42
4573,42
4579,42
4585,42
4590,42
4596,42
4602,42
4608,42
4613,42
4619,42
4625,42
4630,42
4636,42
4642,42
4647,42
4653,41
4659,41
4665,41
4670,41
4676,41
4682,41
4687,41
4693,41
4699,41
4705,40
4710,40
4716,40
4722,40
4727,40
4733,40
4739,39
4745,39
4750,39
4756,39
4762,38
4767,38
4773,38
4779,38
4784,38
4790,37
4796,37
4802,37
4807,37
4813,36
4819,36
4824,36
4830,35
4836,35
4841,35
4847,35
4853,34
4859,34
4864,34
4870,33
4876,33
4881,33
4887,32
4893,32
4898,32
4904,32
4910,31
4916,31
4921,31
4927,31
4933,30
4938,30
4944,30
4950,30
4955,29
4961,29
4967,29
4973,29
4978,28
4984,28
4990,28
4995,28
5001,27
5007,27
5013,27
5018,27
5024,27
5030,27
5035,26
5041,26
5047,26
5053,26
5058,26
5064,26
5070,26
5075,26
5081,26
5087,26
5092,25
5098,25
5104,25
5110,25
5115,25
5121,25
5127,25
5132,25
5138,25
5144,25
5150,25
5155,25
5161,26
5167,26
5172,26
5178,26
5184,26
5189,26
5195,26
5201,26
5207,26
5212,27
5218,27
5224,27
5229,27
5235,27
5241,27
5247,28
5252,28
5258,28
5264,28
5269,28
5275,28
5281,29
5286,29
5292,29
5298,29
5304,30
5309,30
5315,30
5321,30
5326,31
5332,31
5338,31
5343,31
5349,32
5355,32
5361,32
5366,33
5372,33
5378,33
5383,33
5389,34
5395,34
5400,34
5406,35
5412,35
5418,35
5423,35
5429,36
5435,36
5440,36
5446,36
5452,37
5458,37
5463,37
5469,37
5475,38
5480,38
5486,38
5492,38
5497,39
5503,39
5509,39
5515,39
5520,39
5526,40
5532,40
5537,40
5543,40
5549,40
5554,40
5560,41
5566,41
5572,41
5577,41
5583,41
5589,41
5594,41
5600,41
5606,41
5612,41
5617,41
5623,41
5629,42
5634,42
5640,42
5646,42
5652,42
5657,42
5663,42
5669,42
5674,41
5680,41
5686,41
5691,41
5697,41
5703,41
5709,41
5714,41
5720,41
5726,41
5731,41
5737,41
5743,40
5749,40
5754,40
5760,40
5766,40
5771,40
5777,40
5783,39
5788,39
5794,39
5800,39
5806,39
5811,38
5817,38
5823,38
5828,38
5834,37
5840,37
5845,37
5851,37
5857,36
5863,36
5868,36
5874,35
5880,35
5885,35
5891,35
5897,34
5902,34
5908,34
5914,34
5920,33
5925,33
5931,33
5937,32
5942,32
5948,32
5954,32
5959,31
5965,31
5971,31
5977,31
5982,30
5988,30
5994,30
5999,30
6005,29
6011,29
6017,29
6022,29
6028,28
6034,28
6039,28
6045,28
6051,28
6056,27
6062,27
6068,27
6074,27
6079,27
6085,27
6091,26
6096,26
6102,26
6108,26
6114,26
6119,26
6125,26
6131,26
6136,26
6142,26
6148,26
6153,26
6159,26
6165,26
6171,26
6176,26
6182,26
6188,26
6193,26
6199,26
6205,26
6211,27
6216,27
6222,27
6228,27
6233,27
6239,27
6245,28
6251,28
6256,28
6262,28
6268,28
6273,29
6279,29
6285,29
6290,29
6296,29
6302,30
6308,30
6313,30
6319,31
6325,31
6330,31
6336,32
6342,32
6348,32
6353,32
6359,33
6365,33
6370,33
6376,34
6382,34
6387,34
6393,35
6399,35
6405,35
6410,36
6416,36
6422,36
6427,37
6433,37
6439,37
6444,38
6450,38
6456,38
6462,38
6467,39
6473,39
6479,39
6484,40
6490,40
6496,40
6501,41
6507,41
6513,41
6519,41
6524,42
6530,42
6536,42
6541,42
6547,43
6553,43
6558,43
6564,43
6570,43
6576,44
6581,44
6587,44
6593,44
6598,44
6604,45
6610,45
6616,45
6621,45
6627,45
6633,45
6638,45
6644,46
6650,46
6656,46
6661,46
6667,46
6673,46
6678,46
6684,46
6690,46
6695,46
6701,46
6707,46
6713,46
6718,46
6724,46
6730,46
6735,46
6741,45
6747,45
6753,45
6758,45
6764,45
6770,45
6775,45
6781,45
6787,45
6792,44
6798,44
6804,44
6810,44
6815,44
6821,44
6827,43
6832,43
6838,43
6844,43
6850,43
6855,42
6861,42
6867,42
6872,42
6878,41
6884,41
6889,41
6895,41
6901,40
6907,40
6912,40
6918,40
6924,39
6929,39
6935,39
6941,38
6946,38
6952,38
6958,38
6964,37
6969,37
6975,37
6981,37
6986,36
6992,36
6998,36
7003,36
7009,35
7015,35
7021,35
7026,35
7032,34
7038,34
7043,34
7049,34
7055,33
7060,33
7066,33
7072,33
7078,32
7083,32
7089,32
7095,32
7100,32
7106,31
7112,31
7118,31
7123,31
7129,31
7135,31
7140,31
7146,31
7152,30
7158,30
7163,30
7169,30
7175,30
7180,30
7186,30
7192,30
7197,30
7203,30
7209,30
7215,30
7220,30
7226,30
7232,30
7237,30
7243,30
7249,30
7255,30
7260,30
7266,30
7272,30
7277,30
7283,30
7289,30
7294,30
7300,31
7306,31
7312,31
7317,31
7323,31
7329,31
7334,31
7340,32
7346,32
7352,32
7357,32
7363,32
7369,33
7374,33
7380,33
7386,33
7392,34
7397,34
7403,34
7409,34
7414,35
7420,35
7426,35
7431,35
7437,36
7443,36
7449,36
7454,36
7460,37
7466,37
7471,37
7477,38
7483,38
7488,38
7494,38
7500,39
7506,39
7511,39
7517,39
7523,40
7528,40
7534,40
7540,41
7545,41
7551,41
7557,41
7563,42
7568,42
7574,42
7580,42
7585,42
7591,43
7597,43
7602,43
7608,43
7614,43
7620,44
7625,44
7631,44
7637,44
7642,44
7648,45
7654,45
7660,45
7665,45
7671,45
7677,45
7682,45
7688,45
7694,45
7700,46
7705,46
7711,46
7717,46
7722,46
7728,46
7734,46
7740,46
7745,46
7751,46
7757,46
7762,46
7768,46
7774,45
7779,45
7785,45
7791,45
7797,45
7802,45
7808,45
7814,45
7819,45
7825,45
7831,45
7837,44
7842,44
7848,44
7854,44
7859,44
7865,44
7871,44
7877,43
7882,43
7888,43
7894,43
7899,43
7905,42
7911,42
7916,42
7922,42
7928,41
7934,41
7939,41
7945,41
7951,40
7956,40
7962,40
7968,40
7973,39
7979,39
7985,39
7991,39
7996,38
8002,38
8008,38
8013,38
8019,37
8025,37
8030,37
8036,37
8042,36
8048,36
8053,36
8059,35
8065,35
8070,35
8076,35
8082,34
8087,34
8093,34
8099,34
8105,34
8110,33
8116,33
8122,33
8127,33
8133,33
8139,32
8145,32
8150,32
8156,32
8162,32
8167,31
8173,31
8179,31
8184,31
8190,31
8196,31
8202,31
8207,31
8213,31
8219,30
8224,30
8230,30
8236,30
8242,30
8247,30
8253,30
8259,30
8264,30
8270,30
8276,30
8282,30
8287,30
8293,30
8299,30
8304,30
8310,30
8316,31
8321,31
8327,31
8333,31
8339,31
8344,31
8350,31
8356,32
8361,32
8367,32
8373,32
8379,32
8384,32
8390,33
8396,33
8401,33
8407,33
8413,33
8418,34
8424,34
8430,34
8436,34
8441,35
8447,35
8453,35
8458,35
8464,36
8470,36
8475,36
8481,36
8487,37
8493,37
8498,37
8504,37
8510,38
8515,38
8521,38
8527,38
8532,39
8538,39
8544,39
8550,40
